epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,3894.78,1.59714,1.16013,1.32445,0.50375,0.39673,0.36113,0.15644,2.04048,1.87937,1.61985,0.000820629,0.000820629,0.000820629
68,3950.97,1.56378,1.12761,1.31127,0.53935,0.38593,0.37454,0.15877,2.01529,1.85958,1.59806,0.000816229,0.000816229,0.000816229
69,4006.5,1.56323,1.12495,1.3173,0.52656,0.39551,0.39354,0.16977,2.03724,1.81973,1.62932,0.00081183,0.00081183,0.00081183
70,4061.71,1.57093,1.14139,1.32072,0.56235,0.38446,0.37322,0.16467,2.02626,1.8702,1.62102,0.00080743,0.00080743,0.00080743
71,4117.33,1.56809,1.12499,1.30549,0.51857,0.37942,0.35721,0.15656,2.01354,1.83628,1.60222,0.000803031,0.000803031,0.000803031
72,4172.61,1.55754,1.11573,1.30776,0.56745,0.37561,0.3732,0.16385,2.00439,1.86808,1.60982,0.000798631,0.000798631,0.000798631
73,4228.05,1.55543,1.10809,1.30743,0.54609,0.38579,0.36998,0.16384,2.02769,1.89746,1.62497,0.000794232,0.000794232,0.000794232
74,4283.03,1.52421,1.1086,1.30386,0.55479,0.38188,0.39412,0.17257,2.02665,1.83738,1.61968,0.000789832,0.000789832,0.000789832
75,4380.5,1.56407,1.11984,1.30285,0.52657,0.41022,0.3811,0.16532,2.0169,1.89864,1.61204,0.000785433,0.000785433,0.000785433
76,4435.85,1.54716,1.09146,1.29435,0.52891,0.39657,0.3729,0.16377,2.03366,1.85631,1.60557,0.000781033,0.000781033,0.000781033
77,4493.54,1.53416,1.10088,1.29703,0.50767,0.3901,0.36094,0.15646,2.02787,1.89855,1.62195,0.000776633,0.000776633,0.000776633
78,4549.1,1.54738,1.07838,1.2868,0.55301,0.39048,0.37996,0.16582,2.00582,1.85266,1.61145,0.000772234,0.000772234,0.000772234
79,4604.22,1.51832,1.07345,1.29648,0.55287,0.39332,0.37927,0.16592,2.00929,1.85446,1.59546,0.000767834,0.000767834,0.000767834
80,4659.82,1.54817,1.07623,1.29189,0.53137,0.4158,0.37947,0.16664,2.00464,1.84835,1.60088,0.000763435,0.000763435,0.000763435
81,4715.43,1.53863,1.07068,1.29355,0.55393,0.38548,0.36918,0.16181,2.03185,1.85199,1.60474,0.000759035,0.000759035,0.000759035
82,4770.27,1.50544,1.05802,1.28635,0.54464,0.39349,0.38778,0.17209,2.02651,1.82539,1.61333,0.000754636,0.000754636,0.000754636
83,4825.75,1.52525,1.03653,1.27915,0.55093,0.40475,0.38394,0.16817,2.01921,1.78643,1.60402,0.000750236,0.000750236,0.000750236
84,4881.3,1.52342,1.04392,1.2742,0.52588,0.40802,0.3801,0.16622,2.04164,1.83955,1.61134,0.000745837,0.000745837,0.000745837
85,4938.62,1.50515,1.03906,1.27085,0.51864,0.38625,0.35773,0.16019,2.02571,1.8985,1.63522,0.000741437,0.000741437,0.000741437
86,4994.1,1.51147,1.04818,1.28751,0.55338,0.40064,0.37982,0.16981,2.01152,1.83482,1.6143,0.000737037,0.000737037,0.000737037
87,5049.05,1.50168,1.03522,1.2766,0.5647,0.39638,0.39188,0.1726,2.01964,1.82367,1.60791,0.000732638,0.000732638,0.000732638
88,5103.94,1.50961,1.05307,1.279,0.51105,0.41364,0.37134,0.1601,2.03028,1.8748,1.6129,0.000728238,0.000728238,0.000728238
89,5159.6,1.5019,1.04429,1.2804,0.52249,0.40436,0.37754,0.16341,2.01852,1.84277,1.61735,0.000723839,0.000723839,0.000723839
90,5325.47,1.51708,1.04078,1.27439,0.56743,0.38392,0.38022,0.16819,2.00147,1.83637,1.59158,0.000719439,0.000719439,0.000719439
91,5380.96,1.51193,1.02447,1.27194,0.5507,0.41419,0.38434,0.1686,2.01158,1.81375,1.59373,0.00071504,0.00071504,0.00071504
92,5436.48,1.4996,1.00806,1.26383,0.55322,0.40525,0.3831,0.17373,2.01498,1.85468,1.62043,0.00071064,0.00071064,0.00071064
93,5491.81,1.48105,1.01205,1.26157,0.52212,0.39949,0.36853,0.16184,2.03608,1.84407,1.61678,0.00070624,0.00070624,0.00070624
94,5546.76,1.46287,1.00226,1.25539,0.55811,0.40002,0.38335,0.17092,2.00585,1.85457,1.60453,0.000701841,0.000701841,0.000701841
95,5602.38,1.48187,1.00878,1.25879,0.5439,0.4108,0.39078,0.17314,2.00527,1.86964,1.60924,0.000697441,0.000697441,0.000697441
96,5658.11,1.49949,1.02118,1.26363,0.56651,0.41385,0.38875,0.16824,2.00082,1.8303,1.59943,0.000693042,0.000693042,0.000693042
97,5715.2,1.48751,0.99405,1.25603,0.57294,0.41538,0.39713,0.17755,2.00814,1.818,1.60153,0.000688642,0.000688642,0.000688642
98,5770.4,1.48028,0.99311,1.26191,0.58136,0.39782,0.39939,0.18032,2.01418,1.82349,1.60548,0.000684243,0.000684243,0.000684243
99,5825.43,1.45612,0.98203,1.25364,0.53101,0.41401,0.38513,0.16963,2.02706,1.8672,1.60238,0.000679843,0.000679843,0.000679843
100,5881.05,1.47784,0.99454,1.2537,0.59525,0.40992,0.40539,0.17764,2.01738,1.78603,1.60985,0.000675444,0.000675444,0.000675444
101,5936.83,1.46519,0.96572,1.24253,0.56848,0.40171,0.38999,0.17194,2.03469,1.81976,1.61792,0.000671044,0.000671044,0.000671044
102,5991.85,1.45668,0.9929,1.24655,0.52637,0.42829,0.38745,0.17257,2.00895,1.83351,1.60769,0.000666644,0.000666644,0.000666644
103,6047.02,1.46788,0.97414,1.24076,0.54813,0.39744,0.38629,0.16931,2.042,1.86624,1.61545,0.000662245,0.000662245,0.000662245
104,6102.62,1.46802,0.96594,1.24113,0.56689,0.41661,0.40184,0.17507,2.00984,1.82951,1.60376,0.000657845,0.000657845,0.000657845
105,6158.16,1.45535,0.96648,1.24021,0.55001,0.40663,0.39518,0.17429,2.00878,1.81061,1.60845,0.000653446,0.000653446,0.000653446
106,6213.44,1.46519,0.99029,1.25377,0.52535,0.38733,0.37961,0.16831,2.03274,1.84456,1.62961,0.000649046,0.000649046,0.000649046
107,6270.66,1.46575,0.96582,1.23626,0.55141,0.40682,0.39035,0.166,2.05458,1.83693,1.63246,0.000644647,0.000644647,0.000644647
108,6435.02,1.46662,0.96832,1.24546,0.57038,0.41311,0.40611,0.17794,2.02184,1.77215,1.61852,0.000640247,0.000640247,0.000640247
109,6491.94,1.44839,0.94788,1.23389,0.55017,0.41156,0.40411,0.17924,2.02119,1.80212,1.60598,0.000635848,0.000635848,0.000635848
110,6547.62,1.4656,0.95266,1.23497,0.55478,0.39646,0.38087,0.16619,2.05198,1.87927,1.64192,0.000631448,0.000631448,0.000631448
111,6602.97,1.43598,0.95336,1.23161,0.56433,0.40335,0.38182,0.16765,2.01848,1.8646,1.60514,0.000627048,0.000627048,0.000627048
112,6658.05,1.43392,0.946,1.2369,0.57251,0.42525,0.41439,0.18546,2.01091,1.83391,1.61565,0.000622649,0.000622649,0.000622649
113,6713.41,1.44233,0.94594,1.23176,0.5665,0.41505,0.39309,0.1782,2.01549,1.86888,1.61257,0.000618249,0.000618249,0.000618249
114,6768.7,1.43632,0.94659,1.23352,0.58199,0.38779,0.38695,0.17348,2.01443,1.91676,1.62043,0.00061385,0.00061385,0.00061385
115,6823.95,1.439,0.93632,1.23568,0.57255,0.41298,0.40228,0.17678,2.03534,1.84136,1.63665,0.00060945,0.00060945,0.00060945
116,6880.86,1.42744,0.93171,1.2239,0.59988,0.41303,0.40576,0.18067,2.03362,1.8189,1.63454,0.000605051,0.000605051,0.000605051
117,6936.29,1.43699,0.94687,1.24006,0.55372,0.41157,0.39274,0.17565,2.01405,1.85805,1.61388,0.000600651,0.000600651,0.000600651
118,6991.54,1.42891,0.94083,1.23175,0.55562,0.42142,0.40434,0.18088,2.03252,1.84401,1.63237,0.000596251,0.000596251,0.000596251
119,7046.59,1.4238,0.92827,1.22997,0.54348,0.42031,0.41382,0.1877,2.02589,1.84874,1.62021,0.000591852,0.000591852,0.000591852
120,7101.89,1.41275,0.91869,1.22023,0.55883,0.40986,0.39177,0.1775,2.03568,1.83539,1.63277,0.000587452,0.000587452,0.000587452
121,7157.28,1.42669,0.9218,1.22084,0.55132,0.43435,0.40134,0.18218,2.03328,1.89011,1.62903,0.000583053,0.000583053,0.000583053
122,7212.85,1.4168,0.91287,1.21332,0.5523,0.42799,0.41218,0.18391,2.01707,1.85062,1.63054,0.000578653,0.000578653,0.000578653
123,7377.26,1.43346,0.91038,1.21531,0.55221,0.42735,0.40631,0.18422,2.00206,1.79434,1.60911,0.000574254,0.000574254,0.000574254
124,7432.94,1.39564,0.89734,1.20604,0.53841,0.4334,0.4072,0.18343,2.02003,1.83513,1.62837,0.000569854,0.000569854,0.000569854
125,7488.05,1.39946,0.9137,1.22349,0.57239,0.4229,0.40759,0.18361,2.01401,1.80609,1.62223,0.000565455,0.000565455,0.000565455
126,7543.4,1.40514,0.90847,1.21842,0.53832,0.42835,0.41693,0.18897,2.01824,1.8263,1.63513,0.000561055,0.000561055,0.000561055
127,7599.94,1.40897,0.9132,1.21676,0.57113,0.4365,0.40651,0.17975,2.02502,1.84642,1.62898,0.000556655,0.000556655,0.000556655
128,7655.25,1.4034,0.90048,1.21473,0.57292,0.4205,0.40605,0.1814,2.03493,1.84438,1.63923,0.000552256,0.000552256,0.000552256
129,7710.45,1.39904,0.89349,1.20863,0.56756,0.40882,0.39885,0.17643,2.03488,1.86124,1.62777,0.000547856,0.000547856,0.000547856
130,7767.09,1.39446,0.89337,1.20755,0.55894,0.40802,0.3984,0.17794,2.03329,1.84514,1.64105,0.000543457,0.000543457,0.000543457
131,7822.49,1.39463,0.89231,1.20477,0.56686,0.42216,0.41016,0.18461,2.0297,1.81192,1.62191,0.000539057,0.000539057,0.000539057
132,7931.95,1.39069,0.8922,1.19987,0.55756,0.41419,0.40248,0.1784,2.04184,1.88614,1.64139,0.000534658,0.000534658,0.000534658
133,7987.18,1.38208,0.88809,1.19932,0.5693,0.42202,0.40186,0.18273,2.03011,1.82778,1.64324,0.000530258,0.000530258,0.000530258
134,8042.61,1.39833,0.8991,1.2092,0.57704,0.41476,0.40961,0.18456,2.02094,1.83935,1.62977,0.000525859,0.000525859,0.000525859
135,8143.23,1.39057,0.88381,1.20576,0.55853,0.41422,0.40083,0.17777,2.03582,1.81905,1.62845,0.000521459,0.000521459,0.000521459
136,8198.45,1.3958,0.8793,1.20085,0.58342,0.40772,0.39945,0.17717,2.03779,1.82822,1.63001,0.000517059,0.000517059,0.000517059
137,8253.67,1.37431,0.86547,1.19923,0.55045,0.42272,0.3972,0.1781,2.03608,1.90287,1.63542,0.00051266,0.00051266,0.00051266
138,8309.25,1.37567,0.88119,1.195,0.54832,0.41561,0.38776,0.17298,2.02663,1.86337,1.62687,0.00050826,0.00050826,0.00050826
139,8364.46,1.38632,0.88475,1.19989,0.5702,0.40425,0.39444,0.17694,2.02496,1.83204,1.62501,0.000503861,0.000503861,0.000503861
140,8419.67,1.36893,0.87407,1.19753,0.57961,0.42304,0.41097,0.18172,2.02898,1.8209,1.63326,0.000499461,0.000499461,0.000499461
141,8474.77,1.35949,0.85663,1.19315,0.57867,0.41531,0.41102,0.18251,2.02718,1.8466,1.63077,0.000495062,0.000495062,0.000495062
142,8530.27,1.39039,0.86281,1.19824,0.59182,0.40956,0.40435,0.18263,2.01912,1.81886,1.62413,0.000490662,0.000490662,0.000490662
143,8585.43,1.35864,0.85951,1.19759,0.5919,0.41559,0.42023,0.18687,2.03984,1.81295,1.63696,0.000486262,0.000486262,0.000486262
144,8640.49,1.37027,0.87056,1.19886,0.59749,0.40532,0.42124,0.19153,2.03835,1.85005,1.64279,0.000481863,0.000481863,0.000481863
145,8696.19,1.36335,0.8716,1.20195,0.58658,0.40025,0.40726,0.18469,2.0359,1.865,1.63461,0.000477463,0.000477463,0.000477463
146,8751.93,1.37671,0.85731,1.19034,0.57108,0.42418,0.40558,0.18047,2.03389,1.8581,1.6311,0.000473064,0.000473064,0.000473064
