epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
119,10864.8,1.15201,0.66891,1.07396,0.57298,0.45133,0.43612,0.19806,2.01438,1.86399,1.59892,0.00177556,0.000591852,0.00177556,0.000591852,0.00177556,0.000591852,0.00177556,0.000591852
120,10950,1.16104,0.65612,1.0689,0.59163,0.45498,0.43822,0.19979,2.02317,1.84759,1.60355,0.00176236,0.000587452,0.00176236,0.000587452,0.00176236,0.000587452,0.00176236,0.000587452
121,11036.1,1.15426,0.65653,1.06655,0.58,0.47246,0.44072,0.20128,2.02024,1.8244,1.60412,0.00174916,0.000583053,0.00174916,0.000583053,0.00174916,0.000583053,0.00174916,0.000583053
122,11139.8,1.12892,0.64568,1.06434,0.59366,0.46249,0.4388,0.20114,2.02191,1.82251,1.60694,0.00173596,0.000578653,0.00173596,0.000578653,0.00173596,0.000578653,0.00173596,0.000578653
123,11225.2,1.11996,0.64176,1.05962,0.61943,0.43895,0.43945,0.20273,2.01796,1.86548,1.61062,0.00172276,0.000574254,0.00172276,0.000574254,0.00172276,0.000574254,0.00172276,0.000574254
124,11309.8,1.12532,0.64179,1.05953,0.58055,0.44263,0.43132,0.19654,2.01959,1.85211,1.60909,0.00170956,0.000569854,0.00170956,0.000569854,0.00170956,0.000569854,0.00170956,0.000569854
125,11395.1,1.13311,0.63709,1.06271,0.61773,0.42638,0.43377,0.19866,2.00565,1.84029,1.59387,0.00169636,0.000565455,0.00169636,0.000565455,0.00169636,0.000565455,0.00169636,0.000565455
126,11527.5,1.12338,0.64268,1.06273,0.58813,0.4383,0.42586,0.19374,2.03142,1.86996,1.61261,0.00168316,0.000561055,0.00168316,0.000561055,0.00168316,0.000561055,0.00168316,0.000561055
127,11612.4,1.12576,0.64852,1.06283,0.61733,0.43946,0.43641,0.19774,2.02472,1.85051,1.604,0.00166997,0.000556655,0.00166997,0.000556655,0.00166997,0.000556655,0.00166997,0.000556655
128,11702.9,1.12413,0.64163,1.06289,0.58345,0.45753,0.43814,0.20014,2.02305,1.81016,1.60888,0.00165677,0.000552256,0.00165677,0.000552256,0.00165677,0.000552256,0.00165677,0.000552256
129,11816,1.11245,0.6303,1.05342,0.5883,0.44483,0.43278,0.19865,2.02782,1.85382,1.60929,0.00164357,0.000547856,0.00164357,0.000547856,0.00164357,0.000547856,0.00164357,0.000547856
