epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,376.759,1.54297,0.84043,0.00758,0.61377,0.44305,0.44844,0.21177,2.12788,2.23329,0.0126,0.000767834,0.000767834,0.000767834
80,478.004,1.50951,0.83388,0.00794,0.62568,0.44585,0.47575,0.21567,2.10125,2.23493,0.01252,0.000763435,0.000763435,0.000763435
81,877.119,1.52502,0.83683,0.00773,0.57657,0.4394,0.43519,0.19989,2.11572,2.25176,0.01257,0.000759035,0.000759035,0.000759035
82,1025.33,1.55007,0.82768,0.00748,0.60266,0.44874,0.46311,0.21059,2.11701,2.18836,0.01254,0.000754636,0.000754636,0.000754636
83,1131.38,1.56317,0.83348,0.00729,0.59629,0.43363,0.44484,0.20467,2.08671,2.24167,0.01226,0.000750236,0.000750236,0.000750236
84,1751.74,1.52061,0.81069,0.00738,0.60121,0.43917,0.45605,0.21089,2.12376,2.31713,0.01243,0.000745837,0.000745837,0.000745837
85,1856.55,1.5024,0.81181,0.00735,0.54696,0.44163,0.42782,0.19831,2.12159,2.33477,0.01264,0.000741437,0.000741437,0.000741437
86,2416.57,1.52586,0.81669,0.00722,0.57017,0.45623,0.4512,0.20506,2.107,2.18901,0.01247,0.000737037,0.000737037,0.000737037
87,2520.98,1.5193,0.80224,0.00734,0.58752,0.41847,0.42484,0.1989,2.12412,2.26894,0.01255,0.000732638,0.000732638,0.000732638
88,2980.35,1.5251,0.80746,0.00717,0.61123,0.43526,0.45952,0.21412,2.11999,2.14471,0.01257,0.000728238,0.000728238,0.000728238
89,3089.55,1.52845,0.80741,0.00696,0.57126,0.4498,0.44549,0.2061,2.10525,2.2864,0.01227,0.000723839,0.000723839,0.000723839
90,3737.43,1.47682,0.78771,0.00726,0.55688,0.46025,0.44137,0.20559,2.09191,2.19597,0.01227,0.000719439,0.000719439,0.000719439
91,3849.65,1.51381,0.79442,0.00728,0.61271,0.45115,0.47433,0.21667,2.11935,2.16043,0.01256,0.00071504,0.00071504,0.00071504
92,4219.89,1.47268,0.77345,0.00726,0.58001,0.43166,0.4458,0.20437,2.09815,2.30959,0.01245,0.00071064,0.00071064,0.00071064
93,4323.24,1.49001,0.78067,0.00715,0.56452,0.44422,0.42982,0.19746,2.10695,2.21376,0.01251,0.00070624,0.00070624,0.00070624
94,4473.88,1.49969,0.76751,0.00685,0.55636,0.43735,0.43479,0.20263,2.13764,2.23083,0.01266,0.000701841,0.000701841,0.000701841
95,4580.34,1.47266,0.76701,0.00693,0.56771,0.45431,0.45263,0.21026,2.08878,2.25898,0.01244,0.000697441,0.000697441,0.000697441
96,4954.74,1.4563,0.75649,0.00688,0.52445,0.46848,0.44334,0.20423,2.10937,2.20159,0.01254,0.000693042,0.000693042,0.000693042
97,5057.58,1.46972,0.7487,0.00671,0.57891,0.46296,0.46911,0.21788,2.14011,2.22766,0.01279,0.000688642,0.000688642,0.000688642
98,5242.46,1.43965,0.74932,0.0071,0.57886,0.46194,0.46803,0.216,2.13667,2.20604,0.01258,0.000684243,0.000684243,0.000684243
99,5352.55,1.44716,0.73734,0.0068,0.5463,0.44868,0.44188,0.20481,2.15033,2.33149,0.01272,0.000679843,0.000679843,0.000679843
100,5457.54,1.44172,0.72565,0.0067,0.57692,0.43141,0.44147,0.2083,2.12962,2.27426,0.01262,0.000675444,0.000675444,0.000675444
101,5563.62,1.45009,0.71479,0.00652,0.62044,0.41788,0.44557,0.21087,2.13202,2.33599,0.01265,0.000671044,0.000671044,0.000671044
102,6273.65,1.45619,0.739,0.00685,0.56073,0.43637,0.4357,0.20078,2.13419,2.36365,0.01289,0.000666644,0.000666644,0.000666644
103,6492.82,1.44194,0.73583,0.00675,0.58737,0.41918,0.42979,0.19612,2.15266,2.37166,0.01272,0.000662245,0.000662245,0.000662245
104,6594.68,1.44555,0.74055,0.00676,0.57643,0.4403,0.43758,0.19696,2.15185,2.3287,0.01275,0.000657845,0.000657845,0.000657845
105,6696.84,1.43696,0.71372,0.00661,0.57892,0.44193,0.45503,0.21082,2.12149,2.34539,0.0128,0.000653446,0.000653446,0.000653446
106,6796.99,1.43651,0.72661,0.00655,0.58728,0.43485,0.4534,0.21465,2.10555,2.28572,0.01285,0.000649046,0.000649046,0.000649046
