epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,28284.9,1.23862,0.54466,0.00542,0.64756,0.44278,0.46839,0.21955,2.14374,2.31512,0.01283,0.000587452,0.000587452,0.000587452
121,29192,1.20905,0.55178,0.00574,0.6449,0.44979,0.46656,0.22182,2.14117,2.32526,0.01301,0.000583053,0.000583053,0.000583053
122,30855.4,1.22168,0.54462,0.0055,0.60268,0.4811,0.47259,0.22674,2.15401,2.28487,0.01304,0.000578653,0.000578653,0.000578653
123,31780,1.21727,0.53296,0.00544,0.60807,0.44226,0.46722,0.2247,2.13917,2.23707,0.01314,0.000574254,0.000574254,0.000574254
124,32981.4,1.21692,0.52731,0.00528,0.60602,0.44621,0.44971,0.21621,2.15967,2.32608,0.01322,0.000569854,0.000569854,0.000569854
125,35031.2,1.22071,0.53858,0.00553,0.62766,0.44339,0.47424,0.22933,2.17382,2.33979,0.01324,0.000565455,0.000565455,0.000565455
126,35731.2,1.20312,0.53486,0.00541,0.59863,0.46658,0.4589,0.21572,2.16074,2.33397,0.01292,0.000561055,0.000561055,0.000561055
127,36791.3,1.23015,0.55234,0.00552,0.63485,0.46142,0.47033,0.21903,2.14769,2.30805,0.01316,0.000556655,0.000556655,0.000556655
128,37850.4,1.22533,0.54265,0.00544,0.62151,0.47172,0.48083,0.23176,2.14636,2.34429,0.01308,0.000552256,0.000552256,0.000552256
129,39202.5,1.22296,0.54645,0.00535,0.63667,0.46846,0.48666,0.23374,2.15802,2.30989,0.01309,0.000547856,0.000547856,0.000547856
130,41028,1.18967,0.52483,0.00556,0.66256,0.43734,0.46842,0.22205,2.15918,2.31455,0.01321,0.000543457,0.000543457,0.000543457
131,42519.2,1.21283,0.53478,0.00542,0.61703,0.45256,0.46514,0.21655,2.15402,2.33961,0.01317,0.000539057,0.000539057,0.000539057
132,46779.9,1.18419,0.53059,0.0054,0.60855,0.44557,0.46564,0.21707,2.16313,2.35975,0.01321,0.000534658,0.000534658,0.000534658
133,48435.9,1.19149,0.52469,0.00529,0.63379,0.44513,0.46861,0.22328,2.15843,2.38881,0.0132,0.000530258,0.000530258,0.000530258
134,50733.5,1.22887,0.55195,0.00547,0.67615,0.44273,0.46963,0.2251,2.15213,2.27994,0.01304,0.000525859,0.000525859,0.000525859
135,51904,1.20292,0.54934,0.00553,0.6021,0.46972,0.4658,0.22275,2.16525,2.29857,0.01324,0.000521459,0.000521459,0.000521459
136,52794.5,1.19586,0.54743,0.00553,0.59709,0.46111,0.45863,0.22151,2.16714,2.318,0.01323,0.000517059,0.000517059,0.000517059
137,53964.8,1.20842,0.549,0.00545,0.64464,0.43414,0.45864,0.2185,2.17915,2.42213,0.01328,0.00051266,0.00051266,0.00051266
138,55353.7,1.18831,0.54766,0.00561,0.63036,0.46348,0.47135,0.22111,2.14974,2.30541,0.01306,0.00050826,0.00050826,0.00050826
139,56770.3,1.2238,0.55032,0.00537,0.62802,0.45921,0.4717,0.22486,2.15172,2.24544,0.01302,0.000503861,0.000503861,0.000503861
140,57832.8,1.19406,0.53614,0.00539,0.59559,0.47362,0.47118,0.2196,2.15988,2.28181,0.01286,0.000499461,0.000499461,0.000499461
141,58998.5,1.17978,0.53431,0.00559,0.62535,0.49653,0.49555,0.23555,2.15376,2.28925,0.01291,0.000495062,0.000495062,0.000495062
142,60816.5,1.2164,0.54309,0.00543,0.60512,0.47172,0.47179,0.22362,2.13668,2.30236,0.01285,0.000490662,0.000490662,0.000490662
143,853.79,1.18403,0.52773,0.00524,0.62713,0.45151,0.46123,0.2173,2.16567,2.37601,0.01318,0.000486262,0.000486262,0.000486262
144,2431.94,1.14544,0.48744,0.00507,0.61808,0.4779,0.48452,0.22734,2.17778,2.37325,0.01328,0.000481863,0.000481863,0.000481863
145,3659.82,1.10693,0.47996,0.00524,0.61464,0.47839,0.48669,0.23125,2.18036,2.38275,0.01317,0.000477463,0.000477463,0.000477463
146,5086.75,1.11005,0.48022,0.00506,0.60633,0.45487,0.459,0.2174,2.15337,2.42441,0.01324,0.000473064,0.000473064,0.000473064
147,6382.18,1.1414,0.48613,0.00493,0.58585,0.48146,0.47768,0.22679,2.14448,2.40384,0.01299,0.000468664,0.000468664,0.000468664
148,7457.6,1.15483,0.49092,0.00485,0.60048,0.46005,0.47781,0.23054,2.13415,2.3835,0.01297,0.000464265,0.000464265,0.000464265
149,9053.4,1.1271,0.47949,0.00495,0.62354,0.44762,0.46258,0.2185,2.15124,2.39817,0.01325,0.000459865,0.000459865,0.000459865
150,10347.3,1.10822,0.48017,0.00492,0.61006,0.45964,0.46913,0.22243,2.1655,2.45217,0.01324,0.000455466,0.000455466,0.000455466
151,12098.2,1.12603,0.47321,0.00477,0.63506,0.45943,0.47855,0.22326,2.18171,2.41877,0.01347,0.000451066,0.000451066,0.000451066
152,12907.9,1.12313,0.47623,0.00482,0.59379,0.46161,0.46778,0.22103,2.17287,2.54559,0.01327,0.000446666,0.000446666,0.000446666
153,14596.1,1.12032,0.4692,0.00472,0.5827,0.47571,0.46273,0.21978,2.1795,2.41593,0.01343,0.000442267,0.000442267,0.000442267
154,15995.9,1.13025,0.47592,0.00462,0.61968,0.46013,0.46758,0.2215,2.17169,2.45469,0.01353,0.000437867,0.000437867,0.000437867
155,17804.8,1.09922,0.46205,0.00492,0.66449,0.43616,0.48043,0.22737,2.16086,2.42665,0.01344,0.000433468,0.000433468,0.000433468
156,18906,1.10913,0.46413,0.00481,0.59173,0.46738,0.47073,0.21931,2.17059,2.50217,0.01339,0.000429068,0.000429068,0.000429068
157,20155.9,1.07306,0.44859,0.0048,0.61058,0.46959,0.47695,0.22725,2.15034,2.44745,0.0132,0.000424669,0.000424669,0.000424669
158,20827.2,1.09205,0.4593,0.00474,0.60199,0.46515,0.46969,0.22286,2.1591,2.46229,0.01321,0.000420269,0.000420269,0.000420269
159,21695.4,1.1035,0.45701,0.00452,0.63032,0.46618,0.47223,0.22297,2.16717,2.46499,0.0132,0.00041587,0.00041587,0.00041587
160,23101.6,1.08251,0.45555,0.0046,0.64914,0.44578,0.47371,0.22458,2.17736,2.44392,0.01358,0.00041147,0.00041147,0.00041147
161,24392.7,1.07027,0.44996,0.00454,0.65108,0.4553,0.48962,0.23053,2.17961,2.40704,0.01338,0.00040707,0.00040707,0.00040707
162,25989.2,1.08339,0.4437,0.00445,0.5925,0.48143,0.47999,0.22723,2.19656,2.4788,0.01356,0.000402671,0.000402671,0.000402671
163,27203,1.05398,0.44393,0.00473,0.64229,0.45046,0.47611,0.22445,2.17472,2.49457,0.01319,0.000398271,0.000398271,0.000398271
164,28743.7,1.0599,0.44461,0.00447,0.60729,0.46234,0.47062,0.22179,2.18594,2.52063,0.01352,0.000393872,0.000393872,0.000393872
165,29448.6,1.06632,0.44031,0.00453,0.62952,0.46585,0.48124,0.22802,2.17454,2.48619,0.0134,0.000389472,0.000389472,0.000389472
166,30559.8,1.06888,0.43634,0.00436,0.61227,0.46408,0.48269,0.22924,2.17518,2.50382,0.01344,0.000385073,0.000385073,0.000385073
167,32475.8,1.07019,0.44233,0.00458,0.59684,0.48489,0.4922,0.23165,2.18725,2.4847,0.01334,0.000380673,0.000380673,0.000380673
168,33289.7,1.04848,0.43302,0.00446,0.60716,0.46035,0.471,0.22247,2.1982,2.46959,0.01359,0.000376273,0.000376273,0.000376273
169,34524.3,1.06543,0.44925,0.0045,0.60975,0.47075,0.47502,0.22564,2.18234,2.49015,0.01337,0.000371874,0.000371874,0.000371874
170,35605.6,1.06873,0.44308,0.00442,0.65147,0.43748,0.47269,0.22657,2.17579,2.51985,0.01313,0.000367474,0.000367474,0.000367474
171,36921.5,1.06844,0.44643,0.00441,0.64151,0.44853,0.47405,0.22677,2.17247,2.49665,0.01333,0.000363075,0.000363075,0.000363075
172,38875.7,1.03093,0.42828,0.00455,0.62002,0.45869,0.47308,0.22326,2.1839,2.5463,0.0135,0.000358675,0.000358675,0.000358675
173,40351.2,1.05561,0.43666,0.00443,0.63884,0.45674,0.47762,0.22521,2.17378,2.52988,0.01342,0.000354276,0.000354276,0.000354276
174,42030.2,1.03205,0.43632,0.00442,0.58385,0.4552,0.47031,0.22554,2.17712,2.51935,0.01349,0.000349876,0.000349876,0.000349876
175,43892.8,1.04115,0.43087,0.00436,0.61652,0.46104,0.47577,0.22524,2.18932,2.51787,0.01374,0.000345477,0.000345477,0.000345477
176,46187.9,1.0685,0.44586,0.00447,0.62007,0.47227,0.48559,0.22644,2.17285,2.46192,0.01345,0.000341077,0.000341077,0.000341077
177,741.427,1.05292,0.43676,0.00455,0.60641,0.47619,0.4783,0.22673,2.17305,2.53003,0.01347,0.000336677,0.000336677,0.000336677
178,2149.31,1.01925,0.41035,0.00431,0.6499,0.46082,0.4818,0.22653,2.1874,2.55004,0.01336,0.000332278,0.000332278,0.000332278
179,3486.08,0.98453,0.40489,0.00441,0.67014,0.43481,0.48327,0.23174,2.17484,2.53865,0.01351,0.000327878,0.000327878,0.000327878
