epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
119,45096.6,0.9219,0.47435,0.97721,0.62653,0.46698,0.47059,0.22386,2.00002,1.90481,1.67929,0.00177556,0.000591852,0.00177556,0.000591852,0.00177556,0.000591852,0.00177556,0.000591852
120,45986.5,0.92196,0.47552,0.98359,0.63415,0.46286,0.46662,0.22318,2.00632,1.93864,1.69316,0.00176236,0.000587452,0.00176236,0.000587452,0.00176236,0.000587452,0.00176236,0.000587452
121,46728.2,0.90414,0.46879,0.97774,0.64264,0.47025,0.47115,0.224,2.00327,1.91452,1.70198,0.00174916,0.000583053,0.00174916,0.000583053,0.00174916,0.000583053,0.00174916,0.000583053
122,47488.4,0.89334,0.46996,0.97731,0.63355,0.46638,0.46462,0.22198,2.00238,1.88943,1.68854,0.00173596,0.000578653,0.00173596,0.000578653,0.00173596,0.000578653,0.00173596,0.000578653
123,47912.1,0.89095,0.46658,0.98046,0.64136,0.46418,0.46722,0.2222,1.98665,1.90956,1.6787,0.00172276,0.000574254,0.00172276,0.000574254,0.00172276,0.000574254,0.00172276,0.000574254
124,48604.2,0.89987,0.46681,0.98003,0.63763,0.46067,0.46943,0.22099,1.98828,1.907,1.6841,0.00170956,0.000569854,0.00170956,0.000569854,0.00170956,0.000569854,0.00170956,0.000569854
125,49312,0.90526,0.46503,0.98049,0.65774,0.44868,0.46527,0.22182,1.98986,1.92483,1.68304,0.00169636,0.000565455,0.00169636,0.000565455,0.00169636,0.000565455,0.00169636,0.000565455
126,50211.8,0.90384,0.46481,0.97225,0.63055,0.45829,0.46457,0.21619,2.00516,1.96335,1.70709,0.00168316,0.000561055,0.00168316,0.000561055,0.00168316,0.000561055,0.00168316,0.000561055
127,50701.6,0.89706,0.46279,0.97686,0.62457,0.47117,0.4595,0.21666,2.00308,1.94552,1.70582,0.00166997,0.000556655,0.00166997,0.000556655,0.00166997,0.000556655,0.00166997,0.000556655
128,51208.6,0.88993,0.46501,0.97321,0.6258,0.47562,0.46449,0.21913,1.99625,1.94724,1.69429,0.00165677,0.000552256,0.00165677,0.000552256,0.00165677,0.000552256,0.00165677,0.000552256
129,51632.2,0.88021,0.45658,0.97217,0.65481,0.45674,0.46997,0.22258,1.99339,1.96419,1.69459,0.00164357,0.000547856,0.00164357,0.000547856,0.00164357,0.000547856,0.00164357,0.000547856
130,52454.2,0.90532,0.46342,0.97192,0.60919,0.48448,0.47613,0.22407,1.99649,1.92497,1.69311,0.00163037,0.000543457,0.00163037,0.000543457,0.00163037,0.000543457,0.00163037,0.000543457
131,53096.5,0.87894,0.45195,0.96822,0.6401,0.47515,0.47183,0.22207,1.99231,1.93887,1.68819,0.00161717,0.000539057,0.00161717,0.000539057,0.00161717,0.000539057,0.00161717,0.000539057
132,53879.6,0.88713,0.46295,0.97603,0.63287,0.47221,0.46723,0.22068,1.99657,1.95445,1.6934,0.00160397,0.000534658,0.00160397,0.000534658,0.00160397,0.000534658,0.00160397,0.000534658
133,54321.7,0.87584,0.45693,0.97077,0.64309,0.46061,0.4681,0.22093,2.00113,1.95121,1.69904,0.00159077,0.000530258,0.00159077,0.000530258,0.00159077,0.000530258,0.00159077,0.000530258
134,55482,0.90573,0.46764,0.97428,0.62641,0.48073,0.47783,0.22227,2.00305,1.9539,1.70167,0.00157758,0.000525859,0.00157758,0.000525859,0.00157758,0.000525859,0.00157758,0.000525859
135,56135.4,0.86895,0.45294,0.97269,0.63152,0.45916,0.4626,0.21663,2.0065,1.97138,1.69928,0.00156438,0.000521459,0.00156438,0.000521459,0.00156438,0.000521459,0.00156438,0.000521459
136,56602.7,0.86238,0.45072,0.96763,0.60968,0.4789,0.46388,0.21924,1.9931,1.90694,1.68862,0.00155118,0.000517059,0.00155118,0.000517059,0.00155118,0.000517059,0.00155118,0.000517059
137,57106.3,0.88523,0.45529,0.96791,0.63417,0.45705,0.46086,0.21933,2.01066,1.95216,1.69567,0.00153798,0.00051266,0.00153798,0.00051266,0.00153798,0.00051266,0.00153798,0.00051266
138,57495.3,0.86359,0.44869,0.96653,0.6374,0.46135,0.47027,0.22342,1.99821,1.94709,1.69052,0.00152478,0.00050826,0.00152478,0.00050826,0.00152478,0.00050826,0.00152478,0.00050826
139,57912,0.87083,0.44734,0.96328,0.6368,0.46649,0.46927,0.22259,2.0094,1.92807,1.70734,0.00151158,0.000503861,0.00151158,0.000503861,0.00151158,0.000503861,0.00151158,0.000503861
