epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
120,6950.13,1.50459,1.13001,1.23865,0.48303,0.40278,0.37003,0.16465,1.98727,1.88601,1.52687,0.00176236,0.000587452,0.00176236,0.000587452,0.00176236,0.000587452,0.00176236,0.000587452
121,7005.14,1.50328,1.13024,1.23892,0.53803,0.3909,0.37781,0.16364,1.9927,1.86595,1.53174,0.00174916,0.000583053,0.00174916,0.000583053,0.00174916,0.000583053,0.00174916,0.000583053
122,7059.85,1.47228,1.12019,1.23805,0.50317,0.40329,0.37553,0.16522,2.00419,1.87283,1.54424,0.00173596,0.000578653,0.00173596,0.000578653,0.00173596,0.000578653,0.00173596,0.000578653
123,7114.53,1.4704,1.11665,1.23585,0.51382,0.40116,0.3726,0.16424,2.00587,1.87291,1.54382,0.00172276,0.000574254,0.00172276,0.000574254,0.00172276,0.000574254,0.00172276,0.000574254
124,7169.68,1.48089,1.12022,1.23452,0.51617,0.39484,0.36248,0.15926,1.99588,1.88438,1.53518,0.00170956,0.000569854,0.00170956,0.000569854,0.00170956,0.000569854,0.00170956,0.000569854
125,7224.46,1.4771,1.09956,1.23244,0.53343,0.38772,0.36856,0.16103,1.99606,1.86919,1.53795,0.00169636,0.000565455,0.00169636,0.000565455,0.00169636,0.000565455,0.00169636,0.000565455
126,7279.85,1.46309,1.1097,1.23584,0.51612,0.38784,0.36826,0.16347,1.99131,1.87103,1.53749,0.00168316,0.000561055,0.00168316,0.000561055,0.00168316,0.000561055,0.00168316,0.000561055
127,7335,1.47889,1.12907,1.24021,0.53336,0.38275,0.36533,0.16466,1.97826,1.86946,1.52219,0.00166997,0.000556655,0.00166997,0.000556655,0.00166997,0.000556655,0.00166997,0.000556655
128,7389.85,1.47466,1.11493,1.23941,0.5248,0.38837,0.36691,0.16344,1.98608,1.87128,1.53284,0.00165677,0.000552256,0.00165677,0.000552256,0.00165677,0.000552256,0.00165677,0.000552256
129,7444.65,1.46443,1.09307,1.2259,0.5193,0.39114,0.36979,0.16438,1.98121,1.86208,1.53037,0.00164357,0.000547856,0.00164357,0.000547856,0.00164357,0.000547856,0.00164357,0.000547856
130,7499.63,1.46937,1.0908,1.22888,0.53087,0.3829,0.36734,0.1638,1.98987,1.8863,1.53376,0.00163037,0.000543457,0.00163037,0.000543457,0.00163037,0.000543457,0.00163037,0.000543457
131,7554.72,1.49838,1.11073,1.23137,0.51497,0.38417,0.36549,0.16268,1.9929,1.8613,1.53312,0.00161717,0.000539057,0.00161717,0.000539057,0.00161717,0.000539057,0.00161717,0.000539057
132,7610.41,1.47727,1.10327,1.22877,0.53874,0.37748,0.37622,0.168,1.99077,1.85232,1.53364,0.00160397,0.000534658,0.00160397,0.000534658,0.00160397,0.000534658,0.00160397,0.000534658
133,7665.15,1.44173,1.07745,1.21632,0.55963,0.38731,0.3836,0.16663,1.99087,1.8666,1.53365,0.00159077,0.000530258,0.00159077,0.000530258,0.00159077,0.000530258,0.00159077,0.000530258
134,7720.38,1.46424,1.08488,1.21858,0.54084,0.38793,0.37484,0.16432,1.98919,1.8523,1.53802,0.00157758,0.000525859,0.00157758,0.000525859,0.00157758,0.000525859,0.00157758,0.000525859
135,7775.73,1.46832,1.07724,1.21725,0.56006,0.37592,0.3712,0.16413,2.00137,1.88724,1.54976,0.00156438,0.000521459,0.00156438,0.000521459,0.00156438,0.000521459,0.00156438,0.000521459
136,7830.6,1.46024,1.07334,1.22091,0.5313,0.39294,0.38047,0.16802,1.99099,1.84749,1.53044,0.00155118,0.000517059,0.00155118,0.000517059,0.00155118,0.000517059,0.00155118,0.000517059
137,7885.39,1.45641,1.08408,1.2281,0.54273,0.3856,0.37974,0.1667,1.99736,1.84589,1.53973,0.00153798,0.00051266,0.00153798,0.00051266,0.00153798,0.00051266,0.00153798,0.00051266
138,7940.67,1.47203,1.08192,1.21888,0.55447,0.36886,0.36916,0.16505,1.99588,1.86948,1.53695,0.00152478,0.00050826,0.00152478,0.00050826,0.00152478,0.00050826,0.00152478,0.00050826
139,7996.91,1.46297,1.09299,1.23,0.56112,0.3801,0.38012,0.16607,2.00191,1.86054,1.5399,0.00151158,0.000503861,0.00151158,0.000503861,0.00151158,0.000503861,0.00151158,0.000503861
140,8056.87,1.46043,1.08228,1.22103,0.5347,0.39502,0.37657,0.16662,2.00294,1.89472,1.54486,0.00149838,0.000499461,0.00149838,0.000499461,0.00149838,0.000499461,0.00149838,0.000499461
141,8112.47,1.46825,1.07294,1.21232,0.54169,0.38667,0.37705,0.16708,1.99496,1.86402,1.53222,0.00148518,0.000495062,0.00148518,0.000495062,0.00148518,0.000495062,0.00148518,0.000495062
142,8167.37,1.46069,1.0756,1.22314,0.51747,0.38676,0.37294,0.16419,1.99746,1.89196,1.54314,0.00147199,0.000490662,0.00147199,0.000490662,0.00147199,0.000490662,0.00147199,0.000490662
143,8222.05,1.45261,1.08809,1.22795,0.51626,0.39173,0.36904,0.16338,2.00135,1.88837,1.54836,0.00145879,0.000486262,0.00145879,0.000486262,0.00145879,0.000486262,0.00145879,0.000486262
144,8277,1.45164,1.06645,1.21328,0.54484,0.38312,0.37613,0.16561,1.99484,1.86936,1.54157,0.00144559,0.000481863,0.00144559,0.000481863,0.00144559,0.000481863,0.00144559,0.000481863
145,8331.98,1.44895,1.07573,1.21163,0.54691,0.38259,0.3731,0.1633,2.00393,1.86179,1.54655,0.00143239,0.000477463,0.00143239,0.000477463,0.00143239,0.000477463,0.00143239,0.000477463
146,8386.87,1.45994,1.0618,1.2159,0.53556,0.38498,0.37365,0.16458,2.00907,1.88851,1.55257,0.00141919,0.000473064,0.00141919,0.000473064,0.00141919,0.000473064,0.00141919,0.000473064
147,8443.61,1.42986,1.06096,1.21458,0.50079,0.39078,0.35935,0.15763,2.01164,1.89561,1.55337,0.00140599,0.000468664,0.00140599,0.000468664,0.00140599,0.000468664,0.00140599,0.000468664
148,8500.64,1.46566,1.06812,1.21834,0.51098,0.39933,0.36721,0.16238,2.00433,1.89085,1.54294,0.00139279,0.000464265,0.00139279,0.000464265,0.00139279,0.000464265,0.00139279,0.000464265
149,8555.78,1.44795,1.05815,1.21279,0.51523,0.40048,0.37154,0.16315,2.00748,1.87566,1.54647,0.0013796,0.000459865,0.0013796,0.000459865,0.0013796,0.000459865,0.0013796,0.000459865
150,8610.59,1.44794,1.06827,1.21892,0.54435,0.37772,0.37386,0.16237,1.99907,1.86383,1.54364,0.0013664,0.000455466,0.0013664,0.000455466,0.0013664,0.000455466,0.0013664,0.000455466
151,8665.49,1.44434,1.05772,1.21522,0.56601,0.37067,0.3729,0.16612,1.99485,1.85997,1.53603,0.0013532,0.000451066,0.0013532,0.000451066,0.0013532,0.000451066,0.0013532,0.000451066
152,8721.86,1.44849,1.06234,1.21982,0.52299,0.3967,0.37297,0.16467,2.00867,1.86431,1.54627,0.00134,0.000446666,0.00134,0.000446666,0.00134,0.000446666,0.00134,0.000446666
153,8800.06,1.43147,1.05806,1.21564,0.53803,0.3891,0.37862,0.16729,2.0074,1.86314,1.54508,0.0013268,0.000442267,0.0013268,0.000442267,0.0013268,0.000442267,0.0013268,0.000442267
154,8855.9,1.41905,1.0383,1.2066,0.53726,0.40073,0.38408,0.16823,2.01502,1.88227,1.54785,0.0013136,0.000437867,0.0013136,0.000437867,0.0013136,0.000437867,0.0013136,0.000437867
155,8919.52,1.4355,1.03468,1.2034,0.525,0.40157,0.37068,0.16305,2.01275,1.87024,1.54577,0.0013004,0.000433468,0.0013004,0.000433468,0.0013004,0.000433468,0.0013004,0.000433468
156,8975.2,1.43617,1.03052,1.18774,0.51486,0.41101,0.37456,0.16591,2.00279,1.8715,1.5451,0.0012872,0.000429068,0.0012872,0.000429068,0.0012872,0.000429068,0.0012872,0.000429068
157,9030.6,1.42552,1.02465,1.19627,0.51948,0.39788,0.37679,0.16502,2.01059,1.86889,1.55007,0.00127401,0.000424669,0.00127401,0.000424669,0.00127401,0.000424669,0.00127401,0.000424669
158,9085.75,1.42837,1.03336,1.20094,0.5355,0.39101,0.38003,0.1672,2.00879,1.87022,1.54997,0.00126081,0.000420269,0.00126081,0.000420269,0.00126081,0.000420269,0.00126081,0.000420269
159,9140.84,1.42952,1.03839,1.19998,0.50417,0.40147,0.37483,0.16592,2.00662,1.86798,1.55113,0.00124761,0.00041587,0.00124761,0.00041587,0.00124761,0.00041587,0.00124761,0.00041587
160,9195.65,1.42914,1.05133,1.20843,0.51436,0.39491,0.37564,0.16721,2.0024,1.86431,1.54705,0.00123441,0.00041147,0.00123441,0.00041147,0.00123441,0.00041147,0.00123441,0.00041147
161,9388.74,1.45712,1.04839,1.20373,0.55365,0.39398,0.38214,0.17036,2.00025,1.8523,1.54219,0.00122121,0.00040707,0.00122121,0.00040707,0.00122121,0.00040707,0.00122121,0.00040707
162,9444.3,1.42445,1.03701,1.20338,0.50059,0.41135,0.38063,0.16918,1.99368,1.84705,1.54055,0.00120801,0.000402671,0.00120801,0.000402671,0.00120801,0.000402671,0.00120801,0.000402671
163,9499.21,1.42567,1.02328,1.20269,0.54495,0.38695,0.38768,0.16798,2.0036,1.8482,1.54396,0.00119481,0.000398271,0.00119481,0.000398271,0.00119481,0.000398271,0.00119481,0.000398271
164,9554.6,1.4322,1.03466,1.20184,0.53504,0.39035,0.38384,0.16798,2.00152,1.86459,1.54378,0.00118162,0.000393872,0.00118162,0.000393872,0.00118162,0.000393872,0.00118162,0.000393872
165,9609.45,1.42972,1.03708,1.20168,0.55218,0.38711,0.38999,0.17186,2.00237,1.85511,1.54643,0.00116842,0.000389472,0.00116842,0.000389472,0.00116842,0.000389472,0.00116842,0.000389472
166,9663.88,1.40425,1.02725,1.19884,0.51549,0.39719,0.37691,0.16763,2.00666,1.8694,1.54629,0.00115522,0.000385073,0.00115522,0.000385073,0.00115522,0.000385073,0.00115522,0.000385073
167,9719.19,1.44659,1.04589,1.20582,0.53364,0.38623,0.37457,0.16639,2.01271,1.87219,1.54173,0.00114202,0.000380673,0.00114202,0.000380673,0.00114202,0.000380673,0.00114202,0.000380673
168,9773.95,1.42214,1.02928,1.20044,0.51093,0.40491,0.38453,0.1696,2.00261,1.87332,1.53879,0.00112882,0.000376273,0.00112882,0.000376273,0.00112882,0.000376273,0.00112882,0.000376273
169,9829.03,1.42497,1.03803,1.20297,0.56237,0.37559,0.38382,0.17139,1.99826,1.85689,1.54191,0.00111562,0.000371874,0.00111562,0.000371874,0.00111562,0.000371874,0.00111562,0.000371874
170,9924.13,1.4384,1.03756,1.20007,0.54561,0.38778,0.38346,0.17135,2.00802,1.86505,1.54671,0.00110242,0.000367474,0.00110242,0.000367474,0.00110242,0.000367474,0.00110242,0.000367474
171,9979.87,1.43234,1.04402,1.20983,0.52193,0.40035,0.37842,0.16725,2.00413,1.86832,1.54758,0.00108922,0.000363075,0.00108922,0.000363075,0.00108922,0.000363075,0.00108922,0.000363075
172,10036.2,1.43218,1.02544,1.19842,0.52144,0.39898,0.38706,0.16994,2.00255,1.86781,1.55061,0.00107603,0.000358675,0.00107603,0.000358675,0.00107603,0.000358675,0.00107603,0.000358675
173,10183.6,1.42429,1.02685,1.20067,0.5412,0.40044,0.38968,0.17392,2.01142,1.87375,1.55138,0.00106283,0.000354276,0.00106283,0.000354276,0.00106283,0.000354276,0.00106283,0.000354276
174,10239,1.41989,1.02106,1.19956,0.54903,0.39232,0.38557,0.16993,2.00516,1.87238,1.54814,0.00104963,0.000349876,0.00104963,0.000349876,0.00104963,0.000349876,0.00104963,0.000349876
175,10294.8,1.38617,0.99182,1.1853,0.55109,0.38807,0.38191,0.16827,2.00952,1.88851,1.55181,0.00103643,0.000345477,0.00103643,0.000345477,0.00103643,0.000345477,0.00103643,0.000345477
176,10351,1.41626,1.01997,1.19617,0.52714,0.40431,0.37968,0.16626,2.00671,1.87099,1.54981,0.00102323,0.000341077,0.00102323,0.000341077,0.00102323,0.000341077,0.00102323,0.000341077
177,10407.9,1.40629,1.00229,1.19601,0.53502,0.39643,0.38015,0.16733,2.00432,1.8767,1.55035,0.00101003,0.000336677,0.00101003,0.000336677,0.00101003,0.000336677,0.00101003,0.000336677
178,10464.6,1.42829,1.03114,1.20073,0.504,0.41493,0.38216,0.16722,2.01252,1.879,1.55174,0.000996834,0.000332278,0.000996834,0.000332278,0.000996834,0.000332278,0.000996834,0.000332278
179,10520.9,1.40696,1.02943,1.20718,0.53999,0.38845,0.37694,0.16451,2.0115,1.87188,1.55191,0.000983635,0.000327878,0.000983635,0.000327878,0.000983635,0.000327878,0.000983635,0.000327878
180,10580,1.41143,1.01218,1.19223,0.49907,0.4008,0.37134,0.16317,2.00508,1.89055,1.54956,0.000970436,0.000323479,0.000970436,0.000323479,0.000970436,0.000323479,0.000970436,0.000323479
181,10636.1,1.39369,1.00438,1.19519,0.52109,0.40198,0.38299,0.16734,2.00424,1.87648,1.54634,0.000957238,0.000319079,0.000957238,0.000319079,0.000957238,0.000319079,0.000957238,0.000319079
182,10691.2,1.39634,0.98888,1.17756,0.53201,0.40624,0.38567,0.16984,2.00934,1.87424,1.55023,0.000944039,0.00031468,0.000944039,0.00031468,0.000944039,0.00031468,0.000944039,0.00031468
183,10746.7,1.42074,1.01658,1.18764,0.53697,0.40015,0.38773,0.16984,2.01361,1.87238,1.55136,0.00093084,0.00031028,0.00093084,0.00031028,0.00093084,0.00031028,0.00093084,0.00031028
184,10802,1.41583,1.01111,1.19346,0.56188,0.39189,0.3845,0.16775,2.01141,1.88057,1.55089,0.000917642,0.000305881,0.000917642,0.000305881,0.000917642,0.000305881,0.000917642,0.000305881
185,10857,1.40959,1.00939,1.1951,0.55035,0.39445,0.38558,0.16915,2.00991,1.87487,1.55059,0.000904443,0.000301481,0.000904443,0.000301481,0.000904443,0.000301481,0.000904443,0.000301481
186,10912.8,1.42406,1.01188,1.19369,0.52585,0.40329,0.38668,0.17034,2.00924,1.87577,1.55236,0.000891244,0.000297081,0.000891244,0.000297081,0.000891244,0.000297081,0.000891244,0.000297081
187,10967.7,1.38743,1.0013,1.19515,0.53559,0.39853,0.38766,0.17089,2.00644,1.86853,1.54768,0.000878046,0.000292682,0.000878046,0.000292682,0.000878046,0.000292682,0.000878046,0.000292682
188,11022.7,1.39711,1.0112,1.19538,0.52805,0.40592,0.38779,0.17059,2.01727,1.85828,1.55261,0.000864847,0.000288282,0.000864847,0.000288282,0.000864847,0.000288282,0.000864847,0.000288282
189,11077.8,1.40738,1.0101,1.19138,0.54155,0.39787,0.38373,0.16936,2.01064,1.86334,1.55256,0.000851648,0.000283883,0.000851648,0.000283883,0.000851648,0.000283883,0.000851648,0.000283883
190,11132.7,1.40673,0.99265,1.18844,0.53301,0.3964,0.38088,0.1694,2.01158,1.86381,1.55105,0.000838449,0.000279483,0.000838449,0.000279483,0.000838449,0.000279483,0.000838449,0.000279483
191,11187.9,1.39523,0.98875,1.18313,0.5502,0.39275,0.38728,0.1701,2.00719,1.86962,1.54531,0.000825251,0.000275084,0.000825251,0.000275084,0.000825251,0.000275084,0.000825251,0.000275084
192,11243,1.41257,0.99641,1.18709,0.5536,0.3911,0.3851,0.17041,2.01327,1.86088,1.54757,0.000812052,0.000270684,0.000812052,0.000270684,0.000812052,0.000270684,0.000812052,0.000270684
193,11297.6,1.40261,1.00902,1.19316,0.54446,0.39892,0.38585,0.16955,2.00845,1.86794,1.54716,0.000798853,0.000266284,0.000798853,0.000266284,0.000798853,0.000266284,0.000798853,0.000266284
194,11352.7,1.40165,1.00798,1.19169,0.5463,0.40244,0.39046,0.17276,2.0102,1.86495,1.54819,0.000785655,0.000261885,0.000785655,0.000261885,0.000785655,0.000261885,0.000785655,0.000261885
195,11408.8,1.38701,0.9882,1.19222,0.53713,0.40442,0.39238,0.17221,2.01377,1.87923,1.55208,0.000772456,0.000257485,0.000772456,0.000257485,0.000772456,0.000257485,0.000772456,0.000257485
196,11495.8,1.40174,1.00766,1.19214,0.53108,0.40253,0.38308,0.16964,2.01509,1.86708,1.54896,0.000759257,0.000253086,0.000759257,0.000253086,0.000759257,0.000253086,0.000759257,0.000253086
197,11551.8,1.39113,0.98323,1.18396,0.54826,0.39421,0.38927,0.17175,2.01477,1.8645,1.54839,0.000746059,0.000248686,0.000746059,0.000248686,0.000746059,0.000248686,0.000746059,0.000248686
198,11608.3,1.40176,0.98743,1.1827,0.5559,0.39284,0.3884,0.17241,2.00892,1.85401,1.54545,0.00073286,0.000244287,0.00073286,0.000244287,0.00073286,0.000244287,0.00073286,0.000244287
199,11667.7,1.39656,1.00102,1.18852,0.55033,0.40136,0.39312,0.17342,2.00895,1.85253,1.54585,0.000719661,0.000239887,0.000719661,0.000239887,0.000719661,0.000239887,0.000719661,0.000239887
200,11723.5,1.38995,0.99216,1.18829,0.53586,0.41057,0.3916,0.17458,2.00723,1.84781,1.54509,0.000706463,0.000235488,0.000706463,0.000235488,0.000706463,0.000235488,0.000706463,0.000235488
201,11779.5,1.39804,0.99496,1.1903,0.5283,0.40181,0.39047,0.17437,2.0078,1.84528,1.54382,0.000693264,0.000231088,0.000693264,0.000231088,0.000693264,0.000231088,0.000693264,0.000231088
202,11970.9,1.39497,0.99397,1.18835,0.53298,0.39632,0.39248,0.17439,2.00464,1.8555,1.54436,0.000680065,0.000226688,0.000680065,0.000226688,0.000680065,0.000226688,0.000680065,0.000226688
203,12026.5,1.40191,0.99967,1.19069,0.53305,0.41071,0.39505,0.17499,2.01416,1.85923,1.54981,0.000666867,0.000222289,0.000666867,0.000222289,0.000666867,0.000222289,0.000666867,0.000222289
204,12082.4,1.38751,0.97995,1.17696,0.5495,0.40194,0.39266,0.1738,2.01067,1.85788,1.54777,0.000653668,0.000217889,0.000653668,0.000217889,0.000653668,0.000217889,0.000653668,0.000217889
205,12141.3,1.3963,0.98794,1.182,0.54585,0.39717,0.38656,0.17155,2.01276,1.86898,1.54864,0.000640469,0.00021349,0.000640469,0.00021349,0.000640469,0.00021349,0.000640469,0.00021349
206,12201.8,1.39515,0.97995,1.1799,0.546,0.39315,0.38396,0.17029,2.01345,1.85983,1.5495,0.000627271,0.00020909,0.000627271,0.00020909,0.000627271,0.00020909,0.000627271,0.00020909
207,12257.9,1.3942,0.97753,1.18263,0.54295,0.39982,0.39017,0.17282,2.01363,1.85754,1.55079,0.000614072,0.000204691,0.000614072,0.000204691,0.000614072,0.000204691,0.000614072,0.000204691
208,12313,1.39408,0.99045,1.18445,0.52383,0.41466,0.3891,0.17422,2.01103,1.86038,1.54804,0.000600873,0.000200291,0.000600873,0.000200291,0.000600873,0.000200291,0.000600873,0.000200291
209,12368,1.38611,0.98224,1.18253,0.53441,0.40382,0.38577,0.17099,2.01339,1.86187,1.54954,0.000587675,0.000195892,0.000587675,0.000195892,0.000587675,0.000195892,0.000587675,0.000195892
210,12423.2,1.38556,0.98316,1.17647,0.52549,0.41259,0.38565,0.17072,2.01785,1.85752,1.55374,0.000574476,0.000191492,0.000574476,0.000191492,0.000574476,0.000191492,0.000574476,0.000191492
211,12478.1,1.38478,0.97914,1.17961,0.51868,0.41508,0.39012,0.1715,2.01427,1.86234,1.55184,0.000561277,0.000187092,0.000561277,0.000187092,0.000561277,0.000187092,0.000561277,0.000187092
212,12533.2,1.39162,0.97652,1.17792,0.5241,0.40535,0.38455,0.17017,2.01568,1.86854,1.55139,0.000548079,0.000182693,0.000548079,0.000182693,0.000548079,0.000182693,0.000548079,0.000182693
213,12588.4,1.40067,0.99152,1.18457,0.5424,0.39846,0.38404,0.16933,2.01374,1.8783,1.54919,0.00053488,0.000178293,0.00053488,0.000178293,0.00053488,0.000178293,0.00053488,0.000178293
214,12686.7,1.4099,0.98529,1.18179,0.54891,0.38917,0.37934,0.16908,2.01919,1.89741,1.5549,0.000521681,0.000173894,0.000521681,0.000173894,0.000521681,0.000173894,0.000521681,0.000173894
215,12741.7,1.38431,0.98094,1.18005,0.54986,0.39852,0.38609,0.17258,2.01645,1.88438,1.55256,0.000508482,0.000169494,0.000508482,0.000169494,0.000508482,0.000169494,0.000508482,0.000169494
216,12798.9,1.39013,0.97505,1.184,0.53391,0.40575,0.38926,0.17372,2.01223,1.86691,1.55011,0.000495284,0.000165095,0.000495284,0.000165095,0.000495284,0.000165095,0.000495284,0.000165095
217,12853.8,1.38046,0.96382,1.17332,0.53072,0.4056,0.38665,0.17261,2.01559,1.87108,1.55371,0.000482085,0.000160695,0.000482085,0.000160695,0.000482085,0.000160695,0.000482085,0.000160695
218,12908.4,1.37203,0.97823,1.18189,0.55551,0.40018,0.3921,0.17357,2.01515,1.87048,1.55321,0.000468886,0.000156295,0.000468886,0.000156295,0.000468886,0.000156295,0.000468886,0.000156295
219,12963.6,1.3812,0.97337,1.17517,0.54709,0.39677,0.38832,0.17375,2.01631,1.86477,1.55508,0.000455688,0.000151896,0.000455688,0.000151896,0.000455688,0.000151896,0.000455688,0.000151896
220,13018.7,1.36865,0.96424,1.17857,0.55241,0.39361,0.38531,0.17165,2.01625,1.86694,1.55569,0.000442489,0.000147496,0.000442489,0.000147496,0.000442489,0.000147496,0.000442489,0.000147496
221,13073.1,1.37063,0.97608,1.18795,0.53059,0.40547,0.38704,0.17228,2.01894,1.86166,1.55687,0.00042929,0.000143097,0.00042929,0.000143097,0.00042929,0.000143097,0.00042929,0.000143097
222,13128.6,1.39858,0.9627,1.17503,0.52805,0.4048,0.38798,0.17272,2.01786,1.87382,1.55918,0.000416092,0.000138697,0.000416092,0.000138697,0.000416092,0.000138697,0.000416092,0.000138697
223,13183.2,1.37062,0.97156,1.17938,0.53197,0.40872,0.3901,0.1737,2.01743,1.87042,1.55612,0.000402893,0.000134298,0.000402893,0.000134298,0.000402893,0.000134298,0.000402893,0.000134298
224,13238.5,1.38771,0.97518,1.17679,0.54169,0.40658,0.38931,0.17443,2.01373,1.86949,1.5533,0.000389694,0.000129898,0.000389694,0.000129898,0.000389694,0.000129898,0.000389694,0.000129898
225,13293.3,1.38723,0.97244,1.17679,0.56805,0.3972,0.39327,0.17594,2.01057,1.85962,1.55091,0.000376496,0.000125499,0.000376496,0.000125499,0.000376496,0.000125499,0.000376496,0.000125499
226,13348.4,1.39064,0.97699,1.17918,0.5495,0.40499,0.39246,0.17474,2.01173,1.86414,1.55188,0.000363297,0.000121099,0.000363297,0.000121099,0.000363297,0.000121099,0.000363297,0.000121099
227,13411.8,1.37761,0.95501,1.16748,0.56879,0.39503,0.39384,0.17503,2.01227,1.85972,1.55323,0.000350098,0.000116699,0.000350098,0.000116699,0.000350098,0.000116699,0.000350098,0.000116699
228,13482.9,1.40117,0.97927,1.1777,0.56754,0.40113,0.39429,0.17457,2.01391,1.85983,1.55385,0.0003369,0.0001123,0.0003369,0.0001123,0.0003369,0.0001123,0.0003369,0.0001123
229,13539.5,1.36973,0.96762,1.17411,0.5472,0.40688,0.39318,0.17369,2.01113,1.85941,1.55228,0.000323701,0.0001079,0.000323701,0.0001079,0.000323701,0.0001079,0.000323701,0.0001079
230,13595,1.38417,0.96123,1.16737,0.53945,0.40224,0.38743,0.17225,2.01494,1.86864,1.5557,0.000310502,0.000103501,0.000310502,0.000103501,0.000310502,0.000103501,0.000310502,0.000103501
231,13738.1,1.39291,0.9766,1.17893,0.56738,0.39104,0.38921,0.17298,2.01166,1.8634,1.55251,0.000297304,9.91012e-05,0.000297304,9.91012e-05,0.000297304,9.91012e-05,0.000297304,9.91012e-05
232,13793,1.38164,0.97426,1.1779,0.56536,0.39241,0.39007,0.17325,2.01295,1.85938,1.55464,0.000284105,9.47016e-05,0.000284105,9.47016e-05,0.000284105,9.47016e-05,0.000284105,9.47016e-05
233,13887.1,1.38268,0.97189,1.17597,0.54455,0.40014,0.39351,0.17467,2.01197,1.85972,1.55129,0.000270906,9.03021e-05,0.000270906,9.03021e-05,0.000270906,9.03021e-05,0.000270906,9.03021e-05
234,13987.8,1.38629,0.97632,1.17752,0.55605,0.39619,0.39413,0.1757,2.01131,1.86093,1.5505,0.000257708,8.59025e-05,0.000257708,8.59025e-05,0.000257708,8.59025e-05,0.000257708,8.59025e-05
235,14043.2,1.37796,0.96752,1.17331,0.56592,0.39728,0.39207,0.17479,2.01049,1.86865,1.55185,0.000244509,8.1503e-05,0.000244509,8.1503e-05,0.000244509,8.1503e-05,0.000244509,8.1503e-05
236,14098.2,1.37522,0.97594,1.18042,0.53001,0.40434,0.39118,0.17387,2.01615,1.86615,1.55374,0.00023131,7.71034e-05,0.00023131,7.71034e-05,0.00023131,7.71034e-05,0.00023131,7.71034e-05
237,14153.1,1.38019,0.96536,1.17358,0.54603,0.39845,0.38972,0.1742,2.01337,1.86837,1.55316,0.000218112,7.27038e-05,0.000218112,7.27038e-05,0.000218112,7.27038e-05,0.000218112,7.27038e-05
238,14316.7,1.39348,0.9659,1.17201,0.55859,0.38886,0.38841,0.1733,2.01517,1.87306,1.55458,0.000204913,6.83043e-05,0.000204913,6.83043e-05,0.000204913,6.83043e-05,0.000204913,6.83043e-05
239,14371.2,1.37289,0.95232,1.16874,0.53678,0.40303,0.38905,0.17332,2.01999,1.87162,1.55744,0.000191714,6.39047e-05,0.000191714,6.39047e-05,0.000191714,6.39047e-05,0.000191714,6.39047e-05
240,14425.7,1.36656,0.97746,1.18069,0.53866,0.40537,0.38868,0.17248,2.01702,1.87379,1.55384,0.000178515,5.95052e-05,0.000178515,5.95052e-05,0.000178515,5.95052e-05,0.000178515,5.95052e-05
241,14477.4,1.39514,0.98919,1.20387,0.5665,0.39048,0.38884,0.17059,2.02056,1.87792,1.55309,0.000165317,5.51056e-05,0.000165317,5.51056e-05,0.000165317,5.51056e-05,0.000165317,5.51056e-05
242,14529.3,1.37445,0.96483,1.19903,0.53924,0.39784,0.38622,0.17128,2.01747,1.87271,1.54856,0.000152118,5.0706e-05,0.000152118,5.0706e-05,0.000152118,5.0706e-05,0.000152118,5.0706e-05
243,14581.5,1.36432,0.96284,1.19128,0.54134,0.39659,0.38639,0.17134,2.01696,1.86682,1.54674,0.000138919,4.63065e-05,0.000138919,4.63065e-05,0.000138919,4.63065e-05,0.000138919,4.63065e-05
244,14657.8,1.36372,0.95539,1.19169,0.53483,0.40765,0.39121,0.17314,2.01543,1.8611,1.54479,0.000125721,4.19069e-05,0.000125721,4.19069e-05,0.000125721,4.19069e-05,0.000125721,4.19069e-05
245,14709.5,1.35567,0.95239,1.19163,0.54329,0.39773,0.38694,0.17286,2.01302,1.85872,1.54318,0.000112522,3.75074e-05,0.000112522,3.75074e-05,0.000112522,3.75074e-05,0.000112522,3.75074e-05
246,14761.1,1.35394,0.94296,1.19329,0.54349,0.39863,0.38894,0.17328,2.01253,1.85113,1.54307,9.93234e-05,3.31078e-05,9.93234e-05,3.31078e-05,9.93234e-05,3.31078e-05,9.93234e-05,3.31078e-05
247,14812.9,1.36591,0.94643,1.18986,0.54463,0.40166,0.39049,0.17377,2.01242,1.84995,1.54236,8.61247e-05,2.87082e-05,8.61247e-05,2.87082e-05,8.61247e-05,2.87082e-05,8.61247e-05,2.87082e-05
248,14864.5,1.3587,0.94699,1.18859,0.54164,0.39802,0.38719,0.17274,2.01455,1.85425,1.5443,7.2926e-05,2.43087e-05,7.2926e-05,2.43087e-05,7.2926e-05,2.43087e-05,7.2926e-05,2.43087e-05
249,14916.2,1.3487,0.93061,1.18226,0.53852,0.40496,0.38787,0.17229,2.01355,1.85414,1.54331,5.97274e-05,1.99091e-05,5.97274e-05,1.99091e-05,5.97274e-05,1.99091e-05,5.97274e-05,1.99091e-05
