epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
145,51003.3,0.96941,0.51959,1.053,0.64364,0.43851,0.44384,0.2089,2.04028,1.92405,1.95519,0.000477463,0.000477463,0.000477463
146,51366.2,0.96253,0.51018,1.04776,0.63631,0.4399,0.44298,0.20967,2.04325,1.93,1.96634,0.000473064,0.000473064,0.000473064
147,51805.8,0.96075,0.52317,1.05624,0.60712,0.44905,0.43873,0.20669,2.04336,1.91016,1.9647,0.000468664,0.000468664,0.000468664
148,52751.5,0.96261,0.51267,1.05237,0.61939,0.44384,0.4434,0.20927,2.03097,1.96545,1.97534,0.000464265,0.000464265,0.000464265
149,53435.3,0.95955,0.51351,1.04583,0.5707,0.44777,0.43616,0.2072,2.02889,1.91096,1.96287,0.000459865,0.000459865,0.000459865
150,210.509,0.99342,0.5915,1.08192,0.59862,0.41719,0.41031,0.18496,2.06755,2.00327,2.01843,0.000455466,0.000455466,0.000455466
151,512.651,0.95364,0.53192,1.06399,0.59327,0.44396,0.42842,0.19715,2.05379,1.9961,2.00692,0.000451066,0.000451066,0.000451066
152,1223.44,0.94089,0.52162,1.071,0.59262,0.43999,0.42598,0.19929,2.05132,1.91345,1.99549,0.000446666,0.000446666,0.000446666
153,1736.43,0.94569,0.52427,1.06228,0.58674,0.44353,0.43408,0.20107,2.04371,1.92289,2.01882,0.000442267,0.000442267,0.000442267
154,2457.93,0.95674,0.51895,1.05004,0.64,0.42389,0.43083,0.19857,2.05905,2.00263,2.01621,0.000437867,0.000437867,0.000437867
155,3134.49,0.95642,0.51851,1.05033,0.58344,0.46023,0.44208,0.20538,2.04704,1.90571,1.98292,0.000433468,0.000433468,0.000433468
156,3717.18,0.93569,0.50596,1.04845,0.60229,0.46564,0.44325,0.2064,2.03319,1.93434,1.9904,0.000429068,0.000429068,0.000429068
157,4314.48,0.92079,0.50152,1.04241,0.62877,0.44464,0.44606,0.20794,2.02871,1.92325,1.98799,0.000424669,0.000424669,0.000424669
158,4631.87,0.9334,0.50457,1.04305,0.62773,0.4454,0.44293,0.20522,2.06213,1.9789,2.017,0.000420269,0.000420269,0.000420269
159,5000.4,0.91954,0.49605,1.03671,0.62488,0.43512,0.43735,0.20604,2.05028,1.93062,2.01339,0.00041587,0.00041587,0.00041587
160,5503.55,0.92741,0.49578,1.03882,0.64247,0.4391,0.4409,0.20566,2.0418,1.93673,2.00571,0.00041147,0.00041147,0.00041147
161,6066.24,0.91914,0.49033,1.03166,0.64161,0.43362,0.441,0.20746,2.03677,1.96907,1.99634,0.00040707,0.00040707,0.00040707
162,6881.4,0.90891,0.49084,1.04205,0.60463,0.44697,0.4364,0.20212,2.04433,1.93422,2.01963,0.000402671,0.000402671,0.000402671
163,7505.25,0.92541,0.49545,1.04336,0.61621,0.4554,0.4446,0.20402,2.05027,1.9394,2.01165,0.000398271,0.000398271,0.000398271
164,8148.79,0.90943,0.48488,1.03795,0.61955,0.44462,0.4459,0.20816,2.05109,1.94099,2.02169,0.000393872,0.000393872,0.000393872
165,8527.07,0.91754,0.49282,1.04256,0.61325,0.43771,0.44738,0.20652,2.04425,1.94619,2.01046,0.000389472,0.000389472,0.000389472
166,8990.42,0.91944,0.48484,1.02664,0.6128,0.45314,0.44356,0.20683,2.04271,1.92958,2.00187,0.000385073,0.000385073,0.000385073
167,9363.63,0.89375,0.4813,1.02326,0.59085,0.45923,0.43647,0.2038,2.0374,1.97385,1.99237,0.000380673,0.000380673,0.000380673
168,9698.03,0.89438,0.47962,1.02617,0.5906,0.45832,0.43694,0.20342,2.03597,1.93017,2.00368,0.000376273,0.000376273,0.000376273
169,10340.6,0.90609,0.4762,1.02064,0.5966,0.45788,0.438,0.20619,2.05071,1.90053,2.01803,0.000371874,0.000371874,0.000371874
170,10740,0.87998,0.47426,1.02663,0.61504,0.45028,0.44858,0.2081,2.05819,1.96856,2.03438,0.000367474,0.000367474,0.000367474
171,11190.3,0.88323,0.47247,1.01682,0.63046,0.43796,0.44433,0.20607,2.04915,1.9489,2.02629,0.000363075,0.000363075,0.000363075
172,11678.5,0.88283,0.46568,1.01712,0.58785,0.45164,0.44249,0.20777,2.04129,1.97813,2.02082,0.000358675,0.000358675,0.000358675
173,12178,0.88397,0.46128,1.00962,0.64456,0.42918,0.44047,0.20788,2.04149,1.98615,2.01938,0.000354276,0.000354276,0.000354276
174,13148.2,0.88337,0.4668,1.01942,0.61365,0.44375,0.43633,0.20591,2.04742,1.99274,2.01435,0.000349876,0.000349876,0.000349876
175,13503.6,0.87097,0.4631,1.01668,0.62277,0.44017,0.43822,0.2039,2.05729,1.98086,2.02916,0.000345477,0.000345477,0.000345477
176,13872.9,0.87061,0.46698,1.01388,0.59909,0.46166,0.44326,0.20848,2.038,1.96085,2.01239,0.000341077,0.000341077,0.000341077
177,14337.9,0.86789,0.45975,1.0105,0.5877,0.45577,0.44519,0.21058,2.0341,1.96227,2.02879,0.000336677,0.000336677,0.000336677
178,14738.5,0.87186,0.46223,1.01176,0.60607,0.4465,0.44039,0.21187,2.04902,1.96052,2.05046,0.000332278,0.000332278,0.000332278
